AccountPk,TotalBalance,Expenses,EmploymentBasis,IncomeBand,State,FGF Score,Age,Age Group,Resilience_Score,Segment,Clustering
1115543,1069.06,801.02,Full Time Work,50k - 60k,NSW,418,45,41-45,1.334623355,Brass,Brass3
1115554,646.86,417.73,Full Time Work,30k - 40k,VIC,460,53,51-55,1.548512197,Brass,Brass2
1115618,2692.46,660.7276,Full Time Work,40k - 50k,VIC,384,27,26-30,4.074992478,Brass,Brass3
1115918,51.42,861.2584,Full Time Work,50k - 60k,QLD,357,26,26-30,0.059703336,Brass,Brass3
1116203,1.8,675.7753,Full Time Work,NULL,QLD,300,25,18-25,0.002663607,Brass,Brass2
1116254,0.14,816.7276,Full Time Work,40k - 50k,NSW,437,40,36-40,0.000171416,Brass,Brass2
1116271,105.01,1472.5661,Casual Work,70k - 80k,QLD,358,35,31-35,0.071310891,Brass,Brass3
1116403,1540.38,1391.173,Part Time Work,100k+,WA,530,40,36-40,1.107252657,Brass,Brass3
1116462,66.21,508.9561,Full Time Work,40k - 50k,QLD,312,38,36-40,0.130089805,Brass,Brass2
1116510,1288.79,1183.5238,Full Time Work,60k - 70k,QLD,320,25,18-25,1.088943036,Brass,Brass2
1116533,4894.88,1037.5369,Part Time Work,30k - 40k,NSW,445,29,26-30,4.717788832,Brass,Brass3
1116539,1275.07,650.6476,Casual Work,40k - 50k,TAS,389,49,46-50,1.959693696,Brass,Brass2
1116621,4546.13,449.5784,NULL,50k - 60k,QLD,353,27,26-30,10.11198492,Brass,Brass2
1116747,16.08,508.3792,Full Time Work,30k - 40k,QLD,302,41,41-45,0.031629933,Brass,Brass1
1116794,283.97,1174.533,Full Time Work,90k - 100k,QLD,502,44,41-45,0.241772688,Brass,Brass2
1117009,13.35,1269.9953,Full Time Work,80k - 90k,QLD,439,36,36-40,0.01051185,Brass,Brass2
1117182,1037.08,904.17,Full Time Work,50k - 60k,WA,456,39,36-40,1.146996693,Brass,Brass2
1117252,17.65,480.92,Part Time Work,30k - 40k,NSW,360,35,31-35,0.036700491,Brass,Brass2
1117468,756.07,1957.8434,Full Time Work,90k - 100k,WA,454,30,26-30,0.386174911,Brass,Brass3
1117469,433.79,710.6984,Casual Work,40k - 50k,QLD,400,26,26-30,0.610371432,Brass,Brass3
1117526,5.75,825.42,Full Time Work,30k - 40k,QLD,367,50,46-50,0.006966151,Brass,Brass2
1117569,1.8,1286.7046,Casual Work,90k - 100k,NSW,305,37,36-40,0.001398922,Brass,Brass2
1117582,376.58,728.5246,Full Time Work,60k - 70k,QLD,385,40,36-40,0.516907734,Brass,Brass3
1117602,110.07,500.92,NULL,50k - 60k,NSW,351,46,46-50,0.219735686,Brass,Brass2
1117754,0.47,751.3207,NULL,40k - 50k,QLD,452,35,31-35,0.000625565,Brass,Brass3
1118318,723.7,951.633,Casual Work,60k - 70k,VIC,402,42,41-45,0.760482245,Brass,Brass2
1118497,1392.78,770.57,Full Time Work,NULL,QLD,367,20,18-25,1.8074672,Brass,Brass1
1118611,104.5,751.18,Full Time Work,60k - 70k,VIC,421,32,31-35,0.13911446,Brass,Brass2
1118704,138.73,855,Full Time Work,50k - 60k,NSW,427,44,41-45,0.16225731,Brass,Brass1
1118955,463.43,862.9569,Full Time Work,50k - 60k,QLD,412,42,41-45,0.537025661,Brass,Brass2
1119022,1130.27,965.053,Full Time Work,40k - 50k,QLD,376,37,36-40,1.171199924,Brass,Brass2
1119033,712.2,587.16,NULL,40k - 50k,QLD,382,20,18-25,1.212957286,Brass,Brass2
1119066,18.84,607,Part Time Work,30k - 40k,TAS,359,41,41-45,0.031037891,Brass,Brass2
1119082,3382.47,2348.7823,Part Time Work,100k+,WA,419,32,31-35,1.440095151,Brass,Brass2
1119388,132.75,649.9346,Full Time Work,40k - 50k,NSW,415,25,18-25,0.20425132,Brass,Brass3
1119548,515.33,908.383,Full Time Work,50k - 60k,VIC,421,36,36-40,0.56730476,Brass,Brass3
1119559,794.19,1387.0038,Full Time Work,100k+,VIC,350,26,26-30,0.572593961,Brass,Brass2
1119838,4.5,713.2215,Part Time Work,30k - 40k,WA,380,50,46-50,0.0063094,Brass,Brass3
1119856,673.96,723.143,Full Time Work,60k - 70k,QLD,403,36,36-40,0.931987173,Brass,Brass2
1119879,1354.97,1195.9769,Full Time Work,70k - 80k,SA,559,51,51-55,1.132939942,Brass,Brass3
1119881,372.81,1684.29,Full Time Work,100k+,QLD,351,40,36-40,0.221345493,Brass,Brass2
1119965,5,1332.4788,Full Time Work,60k - 70k,SA,410,37,36-40,0.003752405,Brass,Brass3
1120075,134.76,1313,NULL,70k - 80k,WA,389,30,26-30,0.102635187,Brass,Brass3
1120249,2138.65,1099.9615,Full Time Work,60k - 70k,NSW,412,57,56-60,1.944295323,Brass,Brass1
1120346,98.4,613.8307,Part Time Work,NULL,QLD,416,20,18-25,0.160304788,Brass,Brass2
1120552,241.49,888.3538,Full Time Work,40k - 50k,VIC,449,31,31-35,0.271839891,Brass,Brass3
1120557,1662.7,1210.18,Full Time Work,60k - 70k,VIC,383,27,26-30,1.373927845,Brass,Brass2
1120616,1635.33,776.4276,Full Time Work,80k - 90k,QLD,358,44,41-45,2.106223426,Brass,Brass2
1120661,1070.69,533.7484,Full Time Work,30k - 40k,QLD,376,21,18-25,2.005982594,Brass,Brass2
1120785,907.48,1063.0853,Part Time Work,70k - 80k,NSW,353,29,26-30,0.853628585,Brass,Brass2
1120899,155.77,718.63,NULL,50k - 60k,NSW,386,36,36-40,0.216759668,Brass,Brass2
1121032,118.66,901.64,Full Time Work,50k - 60k,NSW,404,28,26-30,0.131604632,Brass,Brass3
1121089,99.63,910.62,Full Time Work,70k - 80k,QLD,325,27,26-30,0.109408974,Brass,Brass3
1121136,15.86,430.92,Casual Work,30k - 40k,WA,414,25,18-25,0.036804975,Brass,Brass2
1121213,128.24,1228.86,Full Time Work,40k - 50k,QLD,463,27,26-30,0.104356884,Brass,Brass3
1121253,485.04,1263.8853,Full Time Work,60k - 70k,QLD,393,40,36-40,0.383769002,Brass,Brass1
1121258,0.63,644.76,Full Time Work,50k - 60k,VIC,338,21,18-25,0.000977108,Brass,Brass2
1121266,5.08,470.2376,Full Time Work,30k - 40k,QLD,393,41,41-45,0.010803049,Brass,Brass3
1121283,314.32,623.4776,Full Time Work,30k - 40k,SA,344,22,18-25,0.504140004,Brass,Brass3
1121362,1615.77,605.4384,Full Time Work,30k - 40k,WA,362,23,18-25,2.668760356,Brass,Brass2
1121366,207.66,963,Full Time Work,40k - 50k,VIC,447,25,18-25,0.215638629,Brass,Brass3
1121956,181.21,1393.383,Full Time Work,60k - 70k,WA,372,45,41-45,0.130050388,Brass,Brass1
1122004,191.3,538.2369,Full Time Work,40k - 50k,TAS,412,24,18-25,0.355419705,Brass,Brass3
1122045,0.29,986.7607,Full Time Work,50k - 60k,NT,427,43,41-45,0.000293891,Brass,Brass2
1122084,51.8,591.5761,Casual Work,40k - 50k,QLD,395,25,18-25,0.087562699,Brass,Brass2
1122377,25.03,909.89,Full Time Work,70k - 80k,WA,481,47,46-50,0.02750882,Brass,Brass2
1122496,2897.77,1968.3769,Full Time Work,80k - 90k,QLD,380,37,36-40,1.472162166,Brass,Brass3
1122563,1916.5,404.5646,Full Time Work,40k - 50k,NSW,405,24,18-25,4.737191539,Brass,Brass2
1122569,0.53,532.3,Full Time Work,40k - 50k,VIC,366,52,51-55,0.000995679,Brass,Brass1
1122570,332.7,1461.2769,Full Time Work,40k - 50k,NSW,477,22,18-25,0.227677588,Brass,Brass3
1122646,262.9,849.4346,Part Time Work,40k - 50k,NSW,457,27,26-30,0.30949999,Brass,Brass2
1122734,196.49,1093.24,Full Time Work,80k - 90k,QLD,456,26,26-30,0.179731806,Brass,Brass3
1122835,154.45,686.4646,Full Time Work,40k - 50k,QLD,365,53,51-55,0.224993394,Brass,Brass3
1122903,439.76,709.35,Part Time Work,30k - 40k,TAS,465,40,36-40,0.61994784,Brass,Brass2
1123018,2750.12,825.7753,Full Time Work,40k - 50k,VIC,352,28,26-30,3.330349067,Brass,Brass1
1123378,950.06,527.3415,Casual Work,30k - 40k,NSW,455,29,26-30,1.801602946,Brass,Brass2
1123560,7.2,784.9576,NULL,30k - 40k,QLD,314,23,18-25,0.00917247,Brass,Brass2
1123692,30,612.0461,Full Time Work,30k - 40k,QLD,397,28,26-30,0.049015916,Brass,Brass3
1123737,1010.47,535.97,Full Time Work,30k - 40k,VIC,359,43,41-45,1.885310745,Brass,Brass3
1123825,332.83,646.8653,Full Time Work,50k - 60k,QLD,352,28,26-30,0.514527522,Brass,Brass2
1123996,529.09,637.3123,Full Time Work,40k - 50k,SA,368,52,51-55,0.830189532,Brass,Brass2
1124000,1569.01,915.8746,Full Time Work,50k - 60k,QLD,418,46,46-50,1.71312754,Brass,Brass2
1124174,739.7,737.55,Full Time Work,40k - 50k,SA,382,49,46-50,1.002915057,Brass,Brass2
1124442,2.39,477.73,Full Time Work,40k - 50k,NSW,462,60,56-60,0.005002826,Brass,Brass2
1124520,1443.64,801.1815,Full Time Work,40k - 50k,NSW,397,21,18-25,1.801888835,Brass,Brass2
1124615,868.98,1090.3407,Full Time Work,50k - 60k,WA,412,33,31-35,0.796980247,Brass,Brass3
1124647,587.96,876.9792,Full Time Work,70k - 80k,VIC,439,19,18-25,0.670437794,Brass,Brass1
1124670,67.3,1023.0815,Full Time Work,40k - 50k,WA,314,28,26-30,0.065781661,Brass,Brass2
1124714,325.76,413.8523,Casual Work,30k - 40k,NSW,344,22,18-25,0.787140726,Brass,Brass3
1124835,0.82,1173.91,Full Time Work,60k - 70k,QLD,377,26,26-30,0.00069852,Brass,Brass3
1124839,950,575.0661,NULL,40k - 50k,VIC,453,26,26-30,1.651984007,Brass,Brass3
1124859,1477.81,736.9146,Full Time Work,60k - 70k,NSW,359,24,18-25,2.005401983,Brass,Brass3
1124965,315.41,563.1776,Full Time Work,30k - 40k,VIC,447,18,18-25,0.560054235,Brass,Brass2
1125004,1216.41,1798.5426,Full Time Work,100k+,NSW,463,41,41-45,0.676330936,Brass,Brass3
1125016,131.1,847.5984,Full Time Work,40k - 50k,QLD,465,36,36-40,0.154672307,Brass,Brass3
1125181,2781.45,400.54,NULL,30k - 40k,NSW,401,28,26-30,6.944250262,Brass,Brass3
1125232,6.6,587.54,Casual Work,10k - 20k,QLD,355,19,18-25,0.011233278,Brass,Brass2
1125349,569.51,995.9161,Casual Work,50k - 60k,SA,354,47,46-50,0.571845359,Brass,Brass2
1125463,15.18,941,Full Time Work,50k - 60k,QLD,433,47,46-50,0.016131775,Brass,Brass3
1125485,691.29,1240.5384,Full Time Work,50k - 60k,QLD,401,30,26-30,0.557249981,Brass,Brass3
1125558,2851.96,769.763,NULL,40k - 50k,QLD,413,25,18-25,3.704984521,Brass,Brass3
1125903,654.17,520.8969,Full Time Work,30k - 40k,QLD,354,18,18-25,1.255853126,Brass,Brass2
1126024,7.85,833.9026,Full Time Work,40k - 50k,WA,400,28,26-30,0.009413569,Brass,Brass1
1126049,435.14,1111.8007,Full Time Work,60k - 70k,NSW,415,41,41-45,0.391383096,Brass,Brass2
1126146,0.03,470.92,Full Time Work,30k - 40k,NSW,456,39,36-40,6.37E-05,Brass,Brass2
1126223,526.06,725.5161,Full Time Work,40k - 50k,VIC,374,31,31-35,0.72508384,Brass,Brass3
1126300,5.21,737.6038,Part Time Work,40k - 50k,NSW,364,36,36-40,0.007063413,Brass,Brass2
1126324,41.88,1290.2507,Full Time Work,80k - 90k,QLD,353,29,26-30,0.032458808,Brass,Brass1
1126365,927.54,706.1953,Casual Work,50k - 60k,WA,499,25,18-25,1.313432701,Brass,Brass2
1126367,0.1,861.9846,Full Time Work,50k - 60k,SA,434,33,31-35,0.000116011,Brass,Brass2
1126413,78.57,559.3361,Part Time Work,30k - 40k,VIC,371,31,31-35,0.140470104,Brass,Brass3
1126462,725.16,687.44,Casual Work,30k - 40k,VIC,432,27,26-30,1.054870243,Brass,Brass2
1126565,22.78,607.0307,Casual Work,60k - 70k,QLD,336,25,18-25,0.037526932,Brass,Brass2
1126580,0.34,608.8907,Full Time Work,40k - 50k,NT,387,33,31-35,0.000558392,Brass,Brass2
1126672,1242.88,580.0523,Casual Work,50k - 60k,VIC,418,33,31-35,2.142703339,Brass,Brass3
1126720,97.87,687.0738,Part Time Work,40k - 50k,QLD,409,33,31-35,0.142444669,Brass,Brass2
1126820,708.8,512.2046,Casual Work,30k - 40k,QLD,373,19,18-25,1.383822012,Brass,Brass3
1126882,177,615.3984,NULL,NULL,VIC,358,21,18-25,0.287618557,Brass,Brass3
1126915,670.17,869.4,Full Time Work,40k - 50k,SA,357,43,41-45,0.77084196,Brass,Brass3
1126924,33.97,641.0215,Part Time Work,30k - 40k,QLD,351,26,26-30,0.052993542,Brass,Brass2
1127042,2004.76,1041.8423,Full Time Work,80k - 90k,VIC,387,49,46-50,1.924245157,Brass,Brass2
1127108,64.17,1614.7476,Full Time Work,100k+,QLD,360,48,46-50,0.039739957,Brass,Brass3
1127165,203.15,1007.4423,Casual Work,60k - 70k,WA,374,41,41-45,0.201649266,Brass,Brass2
1127170,134.43,598.5092,NULL,60k - 70k,QLD,482,28,26-30,0.224608076,Brass,Brass3
1127435,1489.25,514.18,Full Time Work,40k - 50k,QLD,385,37,36-40,2.896359252,Brass,Brass2
1127500,739.81,850.93,Full Time Work,40k - 50k,WA,569,67,66-70,0.869413465,Brass,Brass2
1127665,116.54,444.5176,Part Time Work,40k - 50k,QLD,408,38,36-40,0.262171847,Brass,Brass2
1127672,198.48,457.5,Other,40k - 50k,VIC,314,39,36-40,0.433836066,Brass,Brass2
1127800,3.45,1054.7584,Full Time Work,50k - 60k,QLD,314,26,26-30,0.003270891,Brass,Brass2
1127870,3.67,472.6838,Part Time Work,40k - 50k,NSW,321,38,36-40,0.007764176,Brass,Brass2
1127943,365.24,578.735,Self Employed,30k - 40k,WA,468,32,31-35,0.63110059,Brass,Brass3
1127999,1.53,1190.7323,Full Time Work,70k - 80k,NSW,375,27,26-30,0.001284924,Brass,Brass1
1128000,126.57,600.71,Full Time Work,60k - 70k,QLD,438,30,26-30,0.210700671,Brass,Brass1
1128018,596.38,812.1638,NULL,50k - 60k,VIC,421,26,26-30,0.73431,Brass,Brass3
1128275,21.92,836.2869,Full Time Work,60k - 70k,QLD,374,25,18-25,0.026211101,Brass,Brass2
1128446,181.2,804.5984,Full Time Work,40k - 50k,QLD,392,31,31-35,0.225205519,Brass,Brass1
1128528,13.32,767.8669,NULL,40k - 50k,NSW,397,40,36-40,0.017346756,Brass,Brass2
1128549,74.59,914.22,Full Time Work,60k - 70k,SA,447,51,51-55,0.081588677,Brass,Brass3
1128564,1207.16,1047.2011,Full Time Work,60k - 70k,NSW,490,58,56-60,1.15274898,Brass,Brass3
1128617,1938.39,1257.1692,Self Employed,70k - 80k,QLD,404,30,26-30,1.541868827,Brass,Brass2
1128659,0.89,1477.2815,NULL,100k+,QLD,367,44,41-45,0.000602458,Brass,Brass1
1128704,764.42,610.5361,Full Time Work,30k - 40k,VIC,415,24,18-25,1.252047176,Brass,Brass2
1128829,20.76,1729.2115,Casual Work,90k - 100k,WA,466,43,41-45,0.012005472,Brass,Brass3
1128949,0.02,844.2953,Full Time Work,50k - 60k,NSW,533,54,51-55,2.37E-05,Brass,Brass3
1128965,3309.43,963.62,Full Time Work,60k - 70k,QLD,411,46,46-50,3.43437247,Brass,Brass3
1128968,0.04,662.4069,Other,10k - 20k,QLD,442,29,26-30,6.04E-05,Brass,Brass2
1128977,167.67,960.34,Full Time Work,50k - 60k,VIC,420,38,36-40,0.174594414,Brass,Brass2
1128985,256.7,931.9807,Full Time Work,70k - 80k,VIC,437,31,31-35,0.275434888,Brass,Brass3
1129087,9.14,751.2692,Part Time Work,40k - 50k,NSW,363,59,56-60,0.012166078,Brass,Brass2
1129111,84.14,956.75,Full Time Work,70k - 80k,QLD,442,44,41-45,0.087943559,Brass,Brass2
1129124,29.52,634.4642,Casual Work,40k - 50k,WA,484,26,26-30,0.046527448,Brass,Brass3
1129394,211.16,879.57,Full Time Work,50k - 60k,NSW,389,23,18-25,0.240071853,Brass,Brass3
1129451,15,647.1338,Full Time Work,30k - 40k,WA,427,23,18-25,0.023179132,Brass,Brass2
1129533,337.45,1094.98,Full Time Work,60k - 70k,QLD,384,46,46-50,0.308179145,Brass,Brass2
1129566,0.06,481.23,Full Time Work,30k - 40k,QLD,388,44,41-45,0.000124681,Brass,Brass2
1129771,51.02,1329.19,Full Time Work,70k - 80k,NSW,405,26,26-30,0.038384279,Brass,Brass2
1129904,0.06,451.3138,Full Time Work,30k - 40k,WA,387,61,61-65,0.000132945,Brass,Brass3
1130673,57.02,457.03,NULL,30k - 40k,VIC,350,22,18-25,0.124762051,Brass,Brass2
1130688,783.88,2008.2515,Full Time Work,100k+,WA,416,35,31-35,0.390329598,Brass,Brass1
1130751,431.88,469.1215,Full Time Work,30k - 40k,NSW,331,22,18-25,0.920614382,Brass,Brass2
1130867,19.07,1014.8407,Full Time Work,NULL,SA,366,41,41-45,0.018791127,Brass,Brass2
1130943,312.75,632.3438,Full Time Work,50k - 60k,QLD,464,25,18-25,0.494588545,Brass,Brass3
1130985,527.22,582.8676,Full Time Work,40k - 50k,NSW,403,29,26-30,0.904527889,Brass,Brass2
1131012,878.72,2032.5669,NULL,100k+,QLD,511,44,41-45,0.432320333,Brass,Brass3
1131128,31.63,554.65,Full Time Work,40k - 50k,NSW,452,51,51-55,0.057026954,Brass,Brass2
1131243,15.7,765.8184,Full Time Work,40k - 50k,QLD,372,32,31-35,0.020500944,Brass,Brass2
1131537,308.78,1415.7715,Full Time Work,90k - 100k,VIC,393,33,31-35,0.218100167,Brass,Brass3
1131552,24.15,628.11,Full Time Work,40k - 50k,QLD,400,44,41-45,0.038448679,Brass,Brass2
1131710,437.12,934.6838,Full Time Work,40k - 50k,WA,371,25,18-25,0.467666178,Brass,Brass3
1131713,258.83,868.8776,Casual Work,50k - 60k,QLD,366,32,31-35,0.29789006,Brass,Brass2
1131733,4.43,546.0053,Full Time Work,NULL,QLD,313,30,26-30,0.008113474,Brass,Brass2
1131791,4698,1276.603,Full Time Work,60k - 70k,NSW,436,40,36-40,3.680079085,Brass,Brass2
1132045,160.27,1125.5269,Part Time Work,30k - 40k,QLD,318,33,31-35,0.14239553,Brass,Brass3
1132128,2584.65,1406.8492,Full Time Work,100k+,NSW,439,45,41-45,1.837190511,Brass,Brass3
1132219,0.55,888.7853,Full Time Work,50k - 60k,QLD,366,49,46-50,0.000618822,Brass,Brass3
1132244,230.03,584.3007,Full Time Work,30k - 40k,VIC,377,50,46-50,0.393684279,Brass,Brass2
1132296,358.3,837.9276,Full Time Work,60k - 70k,NSW,399,25,18-25,0.427602576,Brass,Brass3
1132380,11.8,1067.89,Full Time Work,60k - 70k,WA,397,43,41-45,0.011049827,Brass,Brass2
1132442,13.8,863.8111,Casual Work,50k - 60k,QLD,353,28,26-30,0.015975715,Brass,Brass2
1132447,2.27,880.9292,Full Time Work,40k - 50k,NSW,416,44,41-45,0.002576825,Brass,Brass2
1132549,392.7,817.0446,Full Time Work,50k - 60k,QLD,460,38,36-40,0.480634717,Brass,Brass3
1132603,197.8,587.385,Full Time Work,40k - 50k,VIC,505,38,36-40,0.336746767,Brass,Brass2
1132640,269.39,806.1676,Full Time Work,30k - 40k,WA,360,31,31-35,0.334161284,Brass,Brass2
1132879,159.02,492.73,Part Time Work,30k - 40k,QLD,428,21,18-25,0.322732531,Brass,Brass2
1132884,567.88,1198.12,Full Time Work,70k - 80k,NSW,407,40,36-40,0.473975896,Brass,Brass1
1133334,136.92,1588.2484,Full Time Work,60k - 70k,NSW,420,30,26-30,0.086208178,Brass,Brass3
1133421,0.53,410.2307,Full Time Work,40k - 50k,VIC,368,32,31-35,0.001291956,Brass,Brass2
1133652,1197.01,1044.0615,Casual Work,40k - 50k,QLD,427,24,18-25,1.146493765,Brass,Brass3
1133826,669.84,724.66,Part Time Work,40k - 50k,VIC,356,32,31-35,0.92435073,Brass,Brass2
1133886,144.33,709.835,Casual Work,40k - 50k,SA,397,26,26-30,0.203328943,Brass,Brass2
1133900,64.46,963.1846,Full Time Work,50k - 60k,QLD,312,44,41-45,0.066923827,Brass,Brass1
1133901,2046.31,677.05,Part Time Work,40k - 50k,QLD,400,29,26-30,3.022391256,Brass,Brass3
1133933,40.02,475.6076,Full Time Work,40k - 50k,VIC,312,39,36-40,0.084144997,Brass,Brass2
1133945,247.63,473.1069,Full Time Work,30k - 40k,WA,363,23,18-25,0.523412362,Brass,Brass2
1134001,1474.04,1354.7838,Full Time Work,70k - 80k,QLD,430,32,31-35,1.088026001,Brass,Brass3
1134156,1274.19,1037.903,Casual Work,60k - 70k,NSW,359,31,31-35,1.227658076,Brass,Brass2
1134368,0.56,404.3992,Casual Work,40k - 50k,VIC,351,28,26-30,0.00138477,Brass,Brass2
1134375,293.39,1024.5592,Full Time Work,60k - 70k,NSW,306,51,51-55,0.286357294,Brass,Brass3
1134444,353.04,529.29,Part Time Work,30k - 40k,TAS,533,49,46-50,0.667006745,Brass,Brass3
1134613,387.7,746.47,Full Time Work,30k - 40k,NSW,317,43,41-45,0.519377872,Brass,Brass2
1134743,208.14,981.6307,Full Time Work,60k - 70k,NSW,388,36,36-40,0.212034933,Brass,Brass2
1134885,120.62,796.2123,Full Time Work,40k - 50k,NSW,307,30,26-30,0.151492259,Brass,Brass1
1135034,12.9,848.2,Casual Work,50k - 60k,QLD,364,32,31-35,0.015208677,Brass,Brass2
1135391,87.36,1063.1976,Full Time Work,60k - 70k,QLD,338,21,18-25,0.082167228,Brass,Brass2
1135499,1079.07,1072.3838,Casual Work,80k - 90k,QLD,395,35,31-35,1.006234895,Brass,Brass3
1135617,44.79,650.0007,Full Time Work,30k - 40k,NSW,303,20,18-25,0.068907618,Brass,Brass1
1135955,68.14,631.3015,Casual Work,40k - 50k,NSW,372,27,26-30,0.107935749,Brass,Brass3
1136057,0.15,724.3676,Full Time Work,50k - 60k,SA,397,47,46-50,0.000207077,Brass,Brass3
1136093,249.49,702.3161,Full Time Work,40k - 50k,WA,463,58,56-60,0.355238902,Brass,Brass2
1136157,171,1200,Full Time Work,90k - 100k,NSW,510,46,46-50,0.1425,Brass,Brass3
1136186,7.58,457.6307,Casual Work,30k - 40k,QLD,369,52,51-55,0.016563574,Brass,Brass2
1136268,316.2,568.6876,Full Time Work,50k - 60k,QLD,412,48,46-50,0.556017047,Brass,Brass2
1136325,256.82,1245.043,Self Employed,70k - 80k,NSW,424,27,26-30,0.206274,Brass,Brass3
1136327,124.57,1494.2269,Full Time Work,90k - 100k,WA,435,29,26-30,0.083367526,Brass,Brass3
1136351,211.16,2095.02,Full Time Work,100k+,QLD,434,38,36-40,0.100791401,Brass,Brass3
1136423,1200.21,1453,Full Time Work,60k - 70k,QLD,421,26,26-30,0.826022023,Brass,Brass2
1136538,460.73,1202.0061,Full Time Work,50k - 60k,VIC,381,30,26-30,0.383300883,Brass,Brass3
1136599,4.35,602.8253,Full Time Work,40k - 50k,NSW,359,39,36-40,0.007216021,Brass,Brass1
1136904,102.71,578.7415,Casual Work,30k - 40k,WA,389,22,18-25,0.177471289,Brass,Brass2
1136931,24.26,787.4738,Full Time Work,60k - 70k,VIC,419,29,26-30,0.030807374,Brass,Brass3
1136960,1703.76,663.8,Full Time Work,40k - 50k,QLD,388,51,51-55,2.56667671,Brass,Brass2
1136966,2.24,1529.7653,Full Time Work,30k - 40k,NSW,415,29,26-30,0.001464277,Brass,Brass2
1137180,105.72,741.4453,Full Time Work,50k - 60k,QLD,383,33,31-35,0.142586378,Brass,Brass2
1137305,636.53,808.46,Casual Work,50k - 60k,NSW,358,30,26-30,0.787336417,Brass,Brass2
1137373,358.65,569.8792,Casual Work,30k - 40k,QLD,338,28,26-30,0.629343903,Brass,Brass2
1137550,848.77,918.1561,Casual Work,80k - 90k,NSW,391,25,18-25,0.924428863,Brass,Brass2
1137579,1108.61,1591.6257,NULL,80k - 90k,WA,492,28,26-30,0.696526828,Brass,Brass3
1137732,173.89,1779.12,Full Time Work,70k - 80k,WA,394,27,26-30,0.097739332,Brass,Brass3
1137860,310.1,1142.4353,Full Time Work,70k - 80k,QLD,446,36,36-40,0.271437691,Brass,Brass3
1138032,237,1596.2392,Full Time Work,NULL,QLD,352,25,18-25,0.148473988,Brass,Brass1
1138041,1.43,630,Casual Work,40k - 50k,QLD,417,40,36-40,0.002269841,Brass,Brass2
1138114,374.98,528.16,Full Time Work,30k - 40k,NSW,413,41,41-45,0.70997425,Brass,Brass2
1138134,170.32,892.4423,Full Time Work,40k - 50k,WA,392,26,26-30,0.190847072,Brass,Brass3
1138260,540.02,688.23,Full Time Work,50k - 60k,NSW,411,23,18-25,0.78465048,Brass,Brass3
1138378,4.01,1119.7161,Full Time Work,30k - 40k,QLD,353,45,41-45,0.003581265,Brass,Brass2
1138497,96.53,1766.5969,Full Time Work,90k - 100k,NT,327,47,46-50,0.05464178,Brass,Brass1
1138532,3.88,855.9761,Full Time Work,40k - 50k,VIC,350,30,26-30,0.004532837,Brass,Brass2
1138560,355.31,567.73,Casual Work,30k - 40k,NSW,416,21,18-25,0.625843271,Brass,Brass2
1138847,0.38,820.2507,Full Time Work,40k - 50k,NSW,317,43,41-45,0.000463273,Brass,Brass3
1138906,211.42,968.7715,Full Time Work,60k - 70k,SA,396,37,36-40,0.218235157,Brass,Brass3
1138952,384.9,1166.09,Full Time Work,60k - 70k,NSW,444,43,41-45,0.330077438,Brass,Brass3
1139116,0.04,712.6415,Full Time Work,40k - 50k,NSW,354,36,36-40,5.61E-05,Brass,Brass3
1139211,249.52,617.4715,Casual Work,30k - 40k,QLD,319,21,18-25,0.404099622,Brass,Brass2
1139314,517.95,460.92,Part Time Work,30k - 40k,QLD,450,53,51-55,1.123730799,Brass,Brass3
1139456,211.01,919.53,Casual Work,60k - 70k,WA,419,24,18-25,0.229475928,Brass,Brass2
